Order_ID,Order_Date,Region,Country,Sales_Rep,Team,Customer_ID,Customer_Segment,Product_Category,Product_Name,Stage,Units_Sold,Revenue,Target,Deal_Size
1677,2022/12/11,West,UK,Wei Zhang,Team A,C0677,Corporate,Furniture,Office Chair,Opportunity,4,143,214,286
4525,2022/12/12,East,China,Alice Johnson,Team A,C3525,Retail,Furniture,Standing Desk,Opportunity,3,225,276,450
4848,2022/12/12,East,India,Alice Johnson,Team B,C3848,Corporate,Electronics,Smartphone Z,Opportunity,3,526,633,1053
5130,2022/12/12,East,China,Priya Sharma,Team C,C4130,SME,Electronics,Smartphone Z,Won,6,1848,1885,1849
1910,2022/12/13,West,Germany,David Lee,Team A,C0910,SME,Appliances,Refrigerator,Lost,0,0,1546,0
5269,2022/12/13,East,India,Wei Zhang,Team C,C4269,Corporate,Electronics,Smartphone Z,Opportunity,5,226,618,452
4663,2022/12/13,West,UK,Alice Johnson,Team C,C3663,SME,Appliances,Air Conditioner,Lost,0,0,1100,0
5014,2022/12/13,West,Germany,John Smith,Team A,C4014,Corporate,Furniture,Standing Desk,Opportunity,4,364,844,729
4239,2022/12/13,North,Canada,Maria Garcia,Team B,C3239,Corporate,Appliances,Refrigerator,Opportunity,1,658,867,1317
3669,2022/12/14,East,India,David Lee,Team C,C2669,Retail,Furniture,Office Chair,Opportunity,4,638,727,1277
2548,2022/12/14,East,India,Maria Garcia,Team A,C1548,Retail,Electronics,Laptop Pro X,Won,7,210,-18,216
1487,2022/12/14,North,USA,Priya Sharma,Team B,C0487,Corporate,Furniture,Office Chair,Opportunity,1,113,407,226
3888,2022/12/15,West,UK,Alice Johnson,Team C,C2888,Corporate,Furniture,Office Chair,Lost,0,0,1374,0
1605,2022/12/15,West,Germany,Maria Garcia,Team C,C0605,Retail,Furniture,Office Chair,Won,9,1764,1775,1765
5672,2022/12/15,North,Canada,Wei Zhang,Team B,C4672,Corporate,Electronics,Laptop Pro X,Won,5,290,259,293
3338,2022/12/16,East,China,John Smith,Team B,C2338,Retail,Appliances,Air Conditioner,Opportunity,4,361,246,723
5379,2022/12/16,East,India,Alice Johnson,Team C,C4379,Corporate,Furniture,Standing Desk,Won,3,1326,1055,1328
3404,2022/12/16,West,Germany,Maria Garcia,Team C,C2404,SME,Appliances,Refrigerator,Won,7,1365,1828,1366
2465,2022/12/16,West,Germany,John Smith,Team A,C1465,Corporate,Electronics,Laptop Pro X,Lost,0,0,1794,0
1728,2022/12/16,South,Argentina,Priya Sharma,Team B,C0728,Retail,Electronics,Tablet Air,Opportunity,2,328,308,657
5782,2022/12/16,West,Germany,David Lee,Team C,C4782,SME,Electronics,Laptop Pro X,Opportunity,3,538,699,1076
4782,2022/12/17,West,Germany,Maria Garcia,Team C,C3782,SME,Furniture,Standing Desk,Won,9,549,1005,556
2466,2022/12/17,South,Brazil,Wei Zhang,Team B,C1466,SME,Appliances,Air Conditioner,Opportunity,2,529,977,1059
2032,2022/12/18,West,Germany,David Lee,Team A,C1032,SME,Electronics,Laptop Pro X,Opportunity,4,733,1192,1466
5159,2022/12/18,South,Brazil,Wei Zhang,Team A,C4159,Corporate,Furniture,Office Chair,Opportunity,3,411,112,823
3883,2022/12/19,East,China,John Smith,Team C,C2883,Retail,Furniture,Standing Desk,Opportunity,3,560,845,1120
5121,2022/12/19,South,Brazil,John Smith,Team C,C4121,Corporate,Electronics,Laptop Pro X,Lost,0,0,1588,0
3836,2022/12/19,West,Germany,Alice Johnson,Team C,C2836,SME,Appliances,Air Conditioner,Won,3,1593,1462,1593
5081,2022/12/20,North,Canada,Maria Garcia,Team B,C4081,SME,Electronics,Smartphone Z,Opportunity,4,118,312,237
5666,2022/12/20,West,UK,David Lee,Team C,C4666,Corporate,Electronics,Smartphone Z,Lost,0,0,761,0
1131,2022/12/20,West,Germany,David Lee,Team B,C0131,Retail,Electronics,Smartphone Z,Won,8,1168,1275,1172
5763,2022/12/20,North,USA,Alice Johnson,Team C,C4763,Retail,Appliances,Air Conditioner,Lost,0,0,1907,0
5285,2022/12/21,North,USA,David Lee,Team B,C4285,Corporate,Electronics,Laptop Pro X,Lost,0,0,771,0
1308,2022/12/22,West,Germany,John Smith,Team A,C0308,SME,Electronics,Smartphone Z,Opportunity,1,147,51,295
2457,2022/12/22,North,Canada,Priya Sharma,Team B,C1457,Corporate,Furniture,Office Chair,Opportunity,1,674,696,1348
3298,2022/12/22,East,India,David Lee,Team B,C2298,SME,Electronics,Smartphone Z,Opportunity,1,104,474,209
2485,2022/12/23,West,Germany,Priya Sharma,Team A,C1485,Corporate,Furniture,Standing Desk,Won,3,771,955,772
1254,2022/12/23,South,Brazil,David Lee,Team B,C0254,Corporate,Appliances,Refrigerator,Won,10,1840,1776,1841
3556,2022/12/23,North,Canada,Wei Zhang,Team C,C2556,Corporate,Electronics,Tablet Air,Won,2,992,1012,992
2351,2022/12/24,South,Brazil,Wei Zhang,Team C,C1351,Retail,Furniture,Office Chair,Won,5,395,753,399
2283,2022/12/24,East,China,Priya Sharma,Team A,C1283,Corporate,Appliances,Air Conditioner,Won,4,284,571,286
5993,2022/12/25,West,Germany,Priya Sharma,Team B,C4993,Corporate,Appliances,Refrigerator,Opportunity,3,705,451,1410
5958,2022/12/25,North,USA,Priya Sharma,Team C,C4958,SME,Furniture,Standing Desk,Opportunity,2,545,742,1090
4708,2022/12/25,North,USA,Wei Zhang,Team C,C3708,Corporate,Furniture,Standing Desk,Won,7,1323,1815,1325
1611,2022/12/25,North,Canada,Maria Garcia,Team C,C0611,SME,Furniture,Office Chair,Lost,0,0,1065,0
1383,2022/12/25,East,China,Priya Sharma,Team C,C0383,Corporate,Furniture,Standing Desk,Won,7,1533,1804,1537
5840,2022/12/26,West,Germany,Alice Johnson,Team A,C4840,Retail,Furniture,Standing Desk,Opportunity,1,291,260,582
2312,2022/12/26,West,Germany,Priya Sharma,Team B,C1312,SME,Appliances,Air Conditioner,Won,7,1022,1291,1024
4593,2022/12/26,North,Canada,Priya Sharma,Team C,C3593,Corporate,Electronics,Smartphone Z,Opportunity,1,139,254,279
1864,2022/12/26,East,India,Maria Garcia,Team A,C0864,SME,Electronics,Smartphone Z,Opportunity,5,179,354,358
3213,2022/12/26,North,Canada,Wei Zhang,Team B,C2213,SME,Electronics,Laptop Pro X,Opportunity,2,358,691,717
5138,2022/12/26,North,Canada,Priya Sharma,Team B,C4138,SME,Electronics,Smartphone Z,Opportunity,1,438,504,876
1706,2022/12/26,West,Germany,Priya Sharma,Team A,C0706,Retail,Appliances,Microwave Max,Won,1,760,806,760
1748,2022/12/27,South,Brazil,Maria Garcia,Team C,C0748,Corporate,Electronics,Laptop Pro X,Lost,0,0,1678,0
1300,2022/12/27,West,Germany,Wei Zhang,Team C,C0300,Corporate,Electronics,Smartphone Z,Opportunity,5,517,657,1034
1475,2022/12/27,South,Argentina,David Lee,Team B,C0475,SME,Appliances,Air Conditioner,Won,1,522,532,522
4109,2022/12/27,East,India,David Lee,Team B,C3109,SME,Electronics,Tablet Air,Won,10,560,500,561
2756,2022/12/27,South,Argentina,Wei Zhang,Team A,C1756,Corporate,Electronics,Tablet Air,Opportunity,2,371,412,742
1979,2022/12/27,South,Argentina,David Lee,Team C,C0979,Retail,Electronics,Laptop Pro X,Lost,0,0,914,0
4351,2022/12/27,North,USA,Maria Garcia,Team C,C3351,Retail,Electronics,Laptop Pro X,Won,9,414,587,420
4786,2022/12/28,East,India,Wei Zhang,Team A,C3786,Corporate,Appliances,Refrigerator,Lost,0,0,846,0
5807,2022/12/28,West,Germany,Priya Sharma,Team B,C4807,Retail,Electronics,Tablet Air,Lost,0,0,763,0
5390,2022/12/29,South,Brazil,Maria Garcia,Team C,C4390,SME,Appliances,Refrigerator,Won,1,222,-67,222
4777,2022/12/29,West,Germany,Wei Zhang,Team B,C3777,SME,Electronics,Tablet Air,Opportunity,1,223,536,447
1750,2022/12/29,East,China,John Smith,Team A,C0750,Corporate,Electronics,Tablet Air,Lost,0,0,568,0
4837,2022/12/29,South,Argentina,Wei Zhang,Team B,C3837,SME,Electronics,Smartphone Z,Lost,0,0,847,0
3521,2022/12/30,South,Argentina,Alice Johnson,Team B,C2521,Retail,Appliances,Refrigerator,Lost,0,0,1961,0
5882,2022/12/30,South,Brazil,Maria Garcia,Team A,C4882,Retail,Furniture,Office Chair,Opportunity,4,323,480,646
2281,2022/12/30,South,Brazil,Maria Garcia,Team A,C1281,Corporate,Electronics,Laptop Pro X,Won,6,1326,1544,1327
5743,2022/12/30,North,USA,Wei Zhang,Team C,C4743,Corporate,Furniture,Office Chair,Opportunity,5,154,446,309
5609,2022/12/31,East,India,Priya Sharma,Team A,C4609,Corporate,Electronics,Tablet Air,Opportunity,2,144,80,289
5146,2022/12/31,East,India,John Smith,Team C,C4146,Corporate,Appliances,Microwave Max,Opportunity,3,354,740,708
4445,2022/12/31,North,Canada,Maria Garcia,Team B,C3445,SME,Appliances,Refrigerator,Lost,0,0,778,0
5166,2022/12/31,West,UK,John Smith,Team C,C4166,Corporate,Appliances,Microwave Max,Opportunity,5,387,213,775
3653,2023/1/1,South,Brazil,Wei Zhang,Team C,C2653,Retail,Electronics,Smartphone Z,Opportunity,3,118,294,237
1102,2023/1/1,East,China,David Lee,Team B,C0102,Retail,Appliances,Air Conditioner,Opportunity,5,237,625,475
3525,2023/1/1,South,Brazil,John Smith,Team C,C2525,Corporate,Electronics,Laptop Pro X,Opportunity,4,407,139,815
5157,2023/1/2,East,China,John Smith,Team C,C4157,Retail,Furniture,Standing Desk,Lost,0,0,1929,0
2152,2023/1/2,North,Canada,Priya Sharma,Team A,C1152,Corporate,Appliances,Microwave Max,Opportunity,4,378,124,756
5097,2023/1/2,West,UK,Maria Garcia,Team B,C4097,Corporate,Furniture,Office Chair,Lost,0,0,737,0
3171,2023/1/3,South,Argentina,John Smith,Team C,C2171,SME,Appliances,Microwave Max,Opportunity,3,203,-84,407
2271,2023/1/3,South,Brazil,David Lee,Team A,C1271,Corporate,Appliances,Microwave Max,Opportunity,5,643,737,1287
5981,2023/1/3,East,China,Maria Garcia,Team B,C4981,Corporate,Electronics,Smartphone Z,Won,10,1020,892,1020
2768,2023/1/3,West,UK,Alice Johnson,Team C,C1768,SME,Appliances,Microwave Max,Opportunity,4,207,692,415
2534,2023/1/3,East,India,Wei Zhang,Team A,C1534,SME,Appliances,Air Conditioner,Lost,0,0,1957,0
3286,2023/1/4,East,China,Wei Zhang,Team C,C2286,Corporate,Furniture,Standing Desk,Lost,0,0,1358,0
1222,2023/1/4,South,Argentina,John Smith,Team C,C0222,Retail,Electronics,Tablet Air,Won,3,1434,1843,1435
3334,2023/1/4,North,USA,Wei Zhang,Team A,C2334,SME,Appliances,Microwave Max,Won,3,612,624,614
5348,2023/1/4,North,Canada,Wei Zhang,Team B,C4348,Corporate,Appliances,Refrigerator,Lost,0,0,1512,0
2231,2023/1/5,North,Canada,Priya Sharma,Team A,C1231,SME,Furniture,Office Chair,Won,6,1812,1734,1812
2156,2023/1/5,South,Brazil,Maria Garcia,Team B,C1156,Corporate,Furniture,Office Chair,Won,6,942,1171,943
1743,2023/1/5,South,Brazil,Maria Garcia,Team C,C0743,Corporate,Furniture,Standing Desk,Won,10,1820,2092,1828
2938,2023/1/5,South,Argentina,John Smith,Team B,C1938,Corporate,Electronics,Smartphone Z,Lost,0,0,1228,0
4303,2023/1/5,West,UK,Maria Garcia,Team B,C3303,Corporate,Electronics,Smartphone Z,Lost,0,0,953,0
4397,2023/1/5,North,USA,John Smith,Team C,C3397,Corporate,Furniture,Office Chair,Won,6,342,653,342
3885,2023/1/6,South,Brazil,Wei Zhang,Team B,C2885,Corporate,Appliances,Air Conditioner,Lost,0,0,1666,0
3949,2023/1/6,North,USA,Alice Johnson,Team A,C2949,Corporate,Electronics,Tablet Air,Opportunity,4,457,880,915
4771,2023/1/7,West,Germany,Alice Johnson,Team B,C3771,Retail,Appliances,Air Conditioner,Lost,0,0,1940,0
3645,2023/1/7,North,Canada,Wei Zhang,Team B,C2645,Retail,Appliances,Refrigerator,Lost,0,0,1340,0
1564,2023/1/7,East,China,David Lee,Team C,C0564,Corporate,Electronics,Tablet Air,Opportunity,1,622,705,1244
1822,2023/1/7,East,India,John Smith,Team A,C0822,Corporate,Electronics,Tablet Air,Lost,0,0,801,0
4681,2023/1/7,South,Brazil,Maria Garcia,Team A,C3681,SME,Electronics,Smartphone Z,Won,4,568,651,571
5116,2023/1/8,West,UK,Alice Johnson,Team A,C4116,SME,Furniture,Office Chair,Lost,0,0,1524,0
4960,2023/1/8,North,Canada,Wei Zhang,Team B,C3960,SME,Appliances,Microwave Max,Won,2,372,333,373
4531,2023/1/8,West,UK,Alice Johnson,Team A,C3531,Retail,Furniture,Office Chair,Lost,0,0,1603,0
2108,2023/1/9,West,Germany,Priya Sharma,Team A,C1108,Corporate,Furniture,Office Chair,Opportunity,4,141,-45,283
4913,2023/1/9,East,China,Wei Zhang,Team A,C3913,Retail,Furniture,Office Chair,Lost,0,0,1881,0
2484,2023/1/9,North,USA,Wei Zhang,Team C,C1484,SME,Electronics,Laptop Pro X,Won,2,348,460,349
2809,2023/1/10,West,Germany,David Lee,Team A,C1809,Corporate,Appliances,Microwave Max,Won,1,1029,1106,1029
5546,2023/1/10,West,UK,John Smith,Team A,C4546,Retail,Electronics,Smartphone Z,Opportunity,2,620,787,1240
5120,2023/1/10,West,UK,David Lee,Team A,C4120,SME,Electronics,Smartphone Z,Opportunity,5,482,262,964
4095,2023/1/10,East,China,Alice Johnson,Team C,C3095,Retail,Appliances,Microwave Max,Won,3,1272,1585,1274
1337,2023/1/10,North,USA,Alice Johnson,Team A,C0337,SME,Appliances,Air Conditioner,Opportunity,4,317,131,635
3719,2023/1/10,North,USA,Maria Garcia,Team A,C2719,SME,Appliances,Refrigerator,Opportunity,5,367,224,734
3358,2023/1/10,South,Brazil,David Lee,Team C,C2358,Corporate,Appliances,Air Conditioner,Opportunity,5,253,209,506
3293,2023/1/11,North,Canada,Maria Garcia,Team B,C2293,SME,Electronics,Tablet Air,Opportunity,2,390,376,781
5967,2023/1/11,West,UK,Alice Johnson,Team A,C4967,SME,Furniture,Office Chair,Opportunity,5,681,1139,1362
5852,2023/1/11,East,India,Alice Johnson,Team A,C4852,Retail,Electronics,Laptop Pro X,Lost,0,0,1990,0
5527,2023/1/12,South,Argentina,Priya Sharma,Team B,C4527,Corporate,Appliances,Microwave Max,Opportunity,1,392,688,785
4185,2023/1/12,South,Brazil,Alice Johnson,Team A,C3185,Retail,Electronics,Smartphone Z,Lost,0,0,1893,0
2475,2023/1/12,East,India,Priya Sharma,Team C,C1475,Retail,Furniture,Standing Desk,Won,1,1321,1271,1321
4947,2023/1/12,South,Brazil,Wei Zhang,Team A,C3947,SME,Electronics,Tablet Air,Won,8,704,415,708
4264,2023/1/13,South,Argentina,Wei Zhang,Team A,C3264,SME,Electronics,Tablet Air,Lost,0,0,1081,0
5985,2023/1/13,East,China,Alice Johnson,Team C,C4985,Retail,Appliances,Microwave Max,Won,8,1880,1669,1883
1950,2023/1/13,East,China,David Lee,Team C,C0950,Retail,Appliances,Refrigerator,Opportunity,5,130,483,260
2494,2023/1/14,East,China,Wei Zhang,Team A,C1494,Corporate,Furniture,Office Chair,Lost,0,0,1667,0
4988,2023/1/15,South,Brazil,Priya Sharma,Team A,C3988,Corporate,Furniture,Standing Desk,Won,4,864,790,865
1610,2023/1/15,East,China,Wei Zhang,Team B,C0610,SME,Electronics,Laptop Pro X,Opportunity,4,192,496,385
3060,2023/1/15,South,Brazil,David Lee,Team B,C2060,Retail,Electronics,Laptop Pro X,Won,6,1836,2244,1838
1940,2023/1/15,South,Brazil,John Smith,Team C,C0940,Retail,Furniture,Standing Desk,Lost,0,0,1202,0
2583,2023/1/15,East,China,Priya Sharma,Team C,C1583,Corporate,Furniture,Office Chair,Opportunity,4,580,833,1160
1700,2023/1/15,North,USA,Maria Garcia,Team B,C0700,Retail,Appliances,Microwave Max,Won,9,333,197,338
5957,2023/1/16,West,Germany,Wei Zhang,Team C,C4957,SME,Electronics,Tablet Air,Opportunity,2,572,792,1144
1479,2023/1/16,North,USA,David Lee,Team C,C0479,Retail,Electronics,Tablet Air,Won,4,1032,1359,1032
5331,2023/1/16,South,Argentina,Alice Johnson,Team A,C4331,Retail,Electronics,Tablet Air,Lost,0,0,1407,0
3343,2023/1/16,East,India,Priya Sharma,Team A,C2343,SME,Furniture,Office Chair,Opportunity,3,279,197,559
1746,2023/1/17,West,UK,Alice Johnson,Team B,C0746,Corporate,Electronics,Smartphone Z,Won,7,1239,1636,1240
1919,2023/1/17,North,USA,John Smith,Team C,C0919,Retail,Electronics,Laptop Pro X,Opportunity,5,576,654,1152
5855,2023/1/17,West,UK,Wei Zhang,Team C,C4855,Corporate,Electronics,Smartphone Z,Opportunity,1,388,735,777
4946,2023/1/18,West,Germany,Maria Garcia,Team B,C3946,Corporate,Appliances,Air Conditioner,Opportunity,2,419,562,839
3557,2023/1/19,North,Canada,Alice Johnson,Team A,C2557,Corporate,Furniture,Standing Desk,Lost,0,0,992,0
4551,2023/1/19,South,Argentina,John Smith,Team C,C3551,Retail,Appliances,Microwave Max,Lost,0,0,1609,0
1070,2023/1/20,North,USA,Alice Johnson,Team A,C0070,SME,Electronics,Smartphone Z,Lost,0,0,1379,0
2660,2023/1/20,North,USA,John Smith,Team A,C1660,Corporate,Appliances,Air Conditioner,Lost,0,0,1695,0
1880,2023/1/21,East,China,Maria Garcia,Team A,C0880,Retail,Furniture,Standing Desk,Lost,0,0,612,0
1886,2023/1/21,North,Canada,John Smith,Team C,C0886,SME,Furniture,Office Chair,Opportunity,1,400,563,801
2324,2023/1/21,West,Germany,David Lee,Team A,C1324,SME,Appliances,Microwave Max,Opportunity,4,371,316,742
1238,2023/1/21,West,UK,John Smith,Team B,C0238,Corporate,Furniture,Office Chair,Lost,0,0,850,0
4503,2023/1/22,South,Brazil,Maria Garcia,Team A,C3503,SME,Appliances,Microwave Max,Lost,0,0,910,0
3652,2023/1/22,East,India,David Lee,Team C,C2652,Retail,Electronics,Tablet Air,Lost,0,0,1715,0
1646,2023/1/22,West,Germany,Priya Sharma,Team C,C0646,SME,Appliances,Refrigerator,Won,1,806,513,806
3585,2023/1/22,East,China,Wei Zhang,Team C,C2585,SME,Appliances,Refrigerator,Opportunity,2,343,452,687
3480,2023/1/24,West,Germany,David Lee,Team B,C2480,Corporate,Furniture,Office Chair,Lost,0,0,1550,0
1542,2023/1/24,North,USA,Wei Zhang,Team B,C0542,SME,Furniture,Office Chair,Opportunity,3,658,850,1316
2329,2023/1/24,South,Brazil,David Lee,Team A,C1329,Corporate,Electronics,Laptop Pro X,Opportunity,2,108,225,216
3876,2023/1/25,North,USA,John Smith,Team A,C2876,SME,Furniture,Standing Desk,Won,6,996,818,997
4008,2023/1/25,North,USA,Priya Sharma,Team A,C3008,Retail,Furniture,Standing Desk,Won,9,315,412,316
3851,2023/1/25,East,China,Alice Johnson,Team B,C2851,Corporate,Electronics,Tablet Air,Lost,0,0,718,0
5791,2023/1/25,South,Brazil,John Smith,Team C,C4791,Corporate,Furniture,Office Chair,Lost,0,0,1180,0
5449,2023/1/25,North,Canada,Alice Johnson,Team C,C4449,SME,Furniture,Office Chair,Opportunity,4,681,498,1363
1120,2023/1/26,North,USA,Maria Garcia,Team B,C0120,Retail,Furniture,Office Chair,Won,6,918,1016,922
4272,2023/1/27,East,India,David Lee,Team A,C3272,Retail,Furniture,Standing Desk,Won,9,1926,1683,1931
3647,2023/1/27,South,Argentina,Maria Garcia,Team B,C2647,Retail,Electronics,Smartphone Z,Lost,0,0,1484,0
4209,2023/1/27,East,India,David Lee,Team A,C3209,SME,Furniture,Office Chair,Opportunity,1,323,135,646
2300,2023/1/27,North,USA,David Lee,Team B,C1300,SME,Electronics,Smartphone Z,Opportunity,1,123,282,247
2505,2023/1/27,West,UK,John Smith,Team C,C1505,SME,Electronics,Smartphone Z,Won,2,816,1014,816
4728,2023/1/27,West,Germany,Maria Garcia,Team B,C3728,Corporate,Furniture,Standing Desk,Lost,0,0,1385,0
1834,2023/1/28,West,UK,Alice Johnson,Team B,C0834,Corporate,Electronics,Smartphone Z,Lost,0,0,913,0
4707,2023/1/28,North,Canada,Maria Garcia,Team A,C3707,Retail,Appliances,Refrigerator,Opportunity,3,712,1031,1424
5079,2023/1/28,East,India,Priya Sharma,Team A,C4079,SME,Electronics,Laptop Pro X,Lost,0,0,1352,0
1600,2023/1/28,South,Brazil,Priya Sharma,Team C,C0600,Corporate,Electronics,Laptop Pro X,Opportunity,2,274,105,549
2901,2023/1/28,North,USA,Alice Johnson,Team A,C1901,Retail,Appliances,Refrigerator,Won,9,756,566,763
4806,2023/1/28,East,China,David Lee,Team C,C3806,Corporate,Appliances,Microwave Max,Won,4,1412,1140,1415
1248,2023/1/30,South,Argentina,John Smith,Team C,C0248,Corporate,Appliances,Refrigerator,Lost,0,0,1098,0
1046,2023/1/30,West,Germany,John Smith,Team A,C0046,SME,Furniture,Office Chair,Lost,0,0,1464,0
5184,2023/1/30,South,Argentina,Maria Garcia,Team B,C4184,SME,Furniture,Standing Desk,Won,1,1772,2012,1772
1821,2023/1/30,North,Canada,Alice Johnson,Team B,C0821,Retail,Appliances,Air Conditioner,Lost,0,0,1447,0
4104,2023/1/30,West,Germany,John Smith,Team C,C3104,SME,Furniture,Standing Desk,Lost,0,0,1779,0
1942,2023/1/31,South,Brazil,David Lee,Team A,C0942,SME,Appliances,Refrigerator,Opportunity,2,157,182,314
2731,2023/1/31,North,USA,Wei Zhang,Team B,C1731,Retail,Appliances,Air Conditioner,Won,4,312,520,312
2684,2023/1/31,West,Germany,Wei Zhang,Team A,C1684,SME,Appliances,Microwave Max,Won,6,744,787,744
4461,2023/1/31,South,Brazil,John Smith,Team C,C3461,Corporate,Furniture,Office Chair,Opportunity,4,282,-11,565
1295,2023/2/2,North,Canada,Alice Johnson,Team B,C0295,Retail,Electronics,Laptop Pro X,Lost,0,0,704,0
3390,2023/2/2,West,Germany,John Smith,Team C,C2390,SME,Electronics,Tablet Air,Lost,0,0,1670,0
4555,2023/2/2,South,Argentina,Alice Johnson,Team B,C3555,SME,Furniture,Standing Desk,Won,4,1444,1863,1446
3399,2023/2/3,South,Argentina,Priya Sharma,Team C,C2399,Corporate,Appliances,Refrigerator,Opportunity,1,285,28,571
1755,2023/2/3,East,China,Maria Garcia,Team A,C0755,SME,Furniture,Standing Desk,Won,1,723,1027,723
1476,2023/2/3,South,Argentina,John Smith,Team C,C0476,Retail,Furniture,Standing Desk,Won,9,846,743,852
5315,2023/2/3,East,China,Priya Sharma,Team C,C4315,Corporate,Furniture,Standing Desk,Lost,0,0,824,0
2004,2023/2/3,South,Brazil,David Lee,Team C,C1004,SME,Appliances,Microwave Max,Opportunity,3,224,159,448
1906,2023/2/3,East,India,Maria Garcia,Team C,C0906,Corporate,Appliances,Microwave Max,Lost,0,0,1348,0
4655,2023/2/4,North,Canada,Maria Garcia,Team B,C3655,Corporate,Appliances,Refrigerator,Opportunity,3,629,629,1258
5165,2023/2/4,North,Canada,Priya Sharma,Team A,C4165,Retail,Furniture,Office Chair,Won,8,1584,1764,1585
5588,2023/2/5,East,China,Maria Garcia,Team C,C4588,SME,Electronics,Laptop Pro X,Won,6,618,889,619
4621,2023/2/5,West,Germany,John Smith,Team C,C3621,SME,Electronics,Smartphone Z,Lost,0,0,1593,0
4049,2023/2/5,West,Germany,Alice Johnson,Team C,C3049,Corporate,Electronics,Smartphone Z,Won,7,1533,1584,1539
2171,2023/2/6,South,Brazil,Priya Sharma,Team B,C1171,Retail,Furniture,Office Chair,Opportunity,1,261,39,522
2559,2023/2/6,East,India,Maria Garcia,Team B,C1559,Corporate,Electronics,Tablet Air,Lost,0,0,1026,0
2914,2023/2/7,West,UK,David Lee,Team A,C1914,Retail,Furniture,Office Chair,Lost,0,0,1885,0
5978,2023/2/7,South,Argentina,Alice Johnson,Team C,C4978,SME,Furniture,Standing Desk,Won,8,1496,1864,1503
4436,2023/2/7,East,India,David Lee,Team B,C3436,Corporate,Furniture,Office Chair,Lost,0,0,1916,0
1162,2023/2/8,East,India,Alice Johnson,Team A,C0162,Corporate,Electronics,Smartphone Z,Lost,0,0,569,0
5714,2023/2/8,North,Canada,Alice Johnson,Team A,C4714,SME,Furniture,Office Chair,Lost,0,0,753,0
5272,2023/2/8,North,USA,Maria Garcia,Team B,C4272,Retail,Furniture,Standing Desk,Opportunity,3,333,637,666
2876,2023/2/8,East,China,Maria Garcia,Team A,C1876,Retail,Electronics,Laptop Pro X,Lost,0,0,1620,0
1986,2023/2/9,South,Brazil,Priya Sharma,Team B,C0986,SME,Appliances,Air Conditioner,Won,6,1896,1924,1896
3593,2023/2/9,East,China,Maria Garcia,Team A,C2593,SME,Electronics,Tablet Air,Won,7,1456,1810,1457
5302,2023/2/9,West,UK,Alice Johnson,Team B,C4302,Corporate,Electronics,Smartphone Z,Won,8,984,1360,991
3059,2023/2/10,North,Canada,Priya Sharma,Team A,C2059,Corporate,Appliances,Refrigerator,Lost,0,0,1328,0
1451,2023/2/10,South,Brazil,David Lee,Team C,C0451,Corporate,Furniture,Standing Desk,Lost,0,0,1010,0
5263,2023/2/11,East,China,Maria Garcia,Team B,C4263,Retail,Furniture,Office Chair,Lost,0,0,1935,0
1316,2023/2/11,West,UK,David Lee,Team B,C0316,Retail,Appliances,Refrigerator,Lost,0,0,1173,0
5313,2023/2/12,South,Brazil,John Smith,Team C,C4313,SME,Electronics,Tablet Air,Lost,0,0,1130,0
2641,2023/2/12,South,Brazil,Wei Zhang,Team C,C1641,Corporate,Electronics,Tablet Air,Lost,0,0,615,0
4563,2023/2/12,East,China,Wei Zhang,Team B,C3563,Retail,Electronics,Tablet Air,Won,6,1692,1655,1693
5971,2023/2/12,North,Canada,John Smith,Team C,C4971,SME,Electronics,Tablet Air,Won,2,1340,1181,1341
5204,2023/2/12,North,USA,David Lee,Team B,C4204,SME,Appliances,Air Conditioner,Lost,0,0,1362,0
3969,2023/2/13,North,Canada,Maria Garcia,Team B,C2969,Retail,Furniture,Office Chair,Won,10,910,1101,914
5210,2023/2/13,South,Argentina,Alice Johnson,Team A,C4210,Retail,Appliances,Air Conditioner,Opportunity,5,103,-193,206
5770,2023/2/14,South,Brazil,Maria Garcia,Team A,C4770,Retail,Furniture,Office Chair,Opportunity,5,432,333,864
5860,2023/2/14,West,UK,David Lee,Team B,C4860,Corporate,Furniture,Standing Desk,Won,6,390,722,395
2869,2023/2/14,East,India,Maria Garcia,Team C,C1869,Retail,Furniture,Standing Desk,Lost,0,0,1120,0
1613,2023/2/14,South,Brazil,Alice Johnson,Team A,C0613,Corporate,Furniture,Office Chair,Won,5,1045,930,1046
4146,2023/2/15,East,China,Alice Johnson,Team C,C3146,SME,Electronics,Smartphone Z,Opportunity,5,597,611,1194
4746,2023/2/15,North,Canada,Alice Johnson,Team A,C3746,Corporate,Furniture,Office Chair,Opportunity,1,571,328,1143
2346,2023/2/16,West,Germany,Maria Garcia,Team A,C1346,Retail,Appliances,Microwave Max,Lost,0,0,1499,0
1985,2023/2/16,West,Germany,John Smith,Team A,C0985,Corporate,Furniture,Office Chair,Opportunity,2,147,-51,295
2670,2023/2/16,North,USA,John Smith,Team A,C1670,Corporate,Furniture,Office Chair,Won,3,1113,1328,1115
4812,2023/2/16,North,Canada,John Smith,Team B,C3812,SME,Furniture,Standing Desk,Lost,0,0,1308,0
4051,2023/2/17,East,India,John Smith,Team A,C3051,Retail,Appliances,Microwave Max,Lost,0,0,1189,0
3379,2023/2/17,South,Brazil,David Lee,Team C,C2379,Retail,Appliances,Refrigerator,Opportunity,4,445,421,890
